Date,Volume,avg_price,stocks_income
2009-07-01,1771200.0,29.048046701376123,51449900.31747739
2009-08-01,552600.0,30.70470133354955,16967417.95691948
2009-09-01,5235600.0,33.626450520571346,176054644.34550333
2009-10-01,6638200.0,36.13026499909838,239839925.11701486
2009-11-01,9535400.0,37.21086176951748,354820451.31705695
2009-12-01,4094100.0,39.13485718292138,160222018.79259843
2010-01-01,6414800.0,38.08061251751933,244279513.17738298
2010-02-01,5811400.0,36.506779828610675,212155500.29598808
2010-03-01,10557000.0,37.92623391319393,400387251.42158836
2010-04-01,8917200.0,37.35393157606282,333092478.6500674
2010-05-01,15939000.0,35.630557403468785,567915454.453889
2010-06-01,12998100.0,37.365836643373854,485684881.2742377
2010-07-01,10449600.0,39.458850066222,412329199.6519934
2010-08-01,10626200.0,40.26940775140599,427910780.64799035
2010-09-01,12078000.0,43.08544856665924,520386047.78811026
2010-10-01,25527800.0,46.45709596826476,1185947454.4586692
2010-11-01,24626900.0,45.01481809383939,1108575423.7151732
2010-12-01,20067700.0,43.45077896118164,871957196.9593048
2011-01-01,19419700.0,43.302366142408985,840918959.7757398
2011-02-01,30938900.0,42.32055016641726,1309351269.543767
2011-03-01,30569700.0,42.71251635059008,1305708811.0826335
2011-04-01,22708900.0,46.422841178726536,1054211658.043583
2011-05-01,24636000.0,47.38329542329083,1167334866.048193
2011-06-01,21559800.0,45.10293977312678,972410360.9206587
2011-07-01,36308000.0,44.133400690138,1602395512.2575305
2011-08-01,61917800.0,41.82589963298736,2589767688.295385
2011-09-01,36161300.0,40.4607953991139,1463114960.6659775
2011-10-01,31940500.0,42.23310836633333,1348946597.77487
2011-11-01,26279500.0,44.145039900721656,1160109576.0710146
2011-12-01,22477500.0,45.98715804689441,1033676344.9990691
2012-01-01,20742700.0,47.0652808381209,976261000.8408904
2012-02-01,23554900.0,50.32681902915479,1185443189.5498383
2012-03-01,29148300.0,54.00718577424295,1574217653.1033657
2012-04-01,26454300.0,55.98891337554875,1481147511.1107793
2012-05-01,42034200.0,56.21045121889386,2362761348.6252284
2012-06-01,38189900.0,57.34837565294664,2190128731.348467
2012-07-01,28325100.0,62.58998870930506,1772867689.1899369
2012-08-01,29716700.0,64.84600266816948,1927009207.4891918
2012-09-01,24505400.0,68.4104476323478,1676425383.4097357
2012-10-01,26055900.0,69.30256953374462,1805740821.5142963
2012-11-01,16564800.0,67.30027973554152,1114815673.7632983
2012-12-01,15319200.0,69.21929325308207,1060384197.2026149
2013-01-01,34882600.0,70.78940116187985,2469318364.96939
2013-02-01,47743800.0,71.13434933793016,3396224147.92027
2013-03-01,28423700.0,76.49093206038177,2174155305.6046734
2013-04-01,39179700.0,77.39493554350918,3032310356.1140265
2013-05-01,22378600.0,77.15666336781666,1726658106.8430219
2013-06-01,34916200.0,72.71179938941499,2538819729.8406916
2013-07-01,40328000.0,74.1758637790386,2991364234.4810686
2013-08-01,26499200.0,78.60045830421546,2082849264.6950665
2013-09-01,29615500.0,80.06449563582987,2371150070.5029197
2013-10-01,26884100.0,81.28522764748371,2185280188.597717
2013-11-01,22568900.0,83.43466860445528,1883028692.2670908
2013-12-01,19768600.0,84.32466957125597,1666980662.8863306
2014-01-01,33106600.0,81.76986904108057,2707122346.3954377
2014-02-01,29473400.0,81.44285227964137,2400397762.378782
2014-03-01,25012300.0,84.10801955647091,2103735017.5523174
2014-04-01,27519700.0,88.56768211168045,2437356041.4088125
2014-05-01,20152000.0,90.39941742566373,1821729059.9619753
2014-06-01,28055300.0,94.01672276342077,2637667362.144599
2014-07-01,19453300.0,93.10510574515092,1811201553.5921445
2014-08-01,19127200.0,90.95719898725523,1739756536.4690282
2014-09-01,24977900.0,93.70452401328065,2340542230.3513227
2014-10-01,40385200.0,88.90918636377481,3590615273.1383185
2014-11-01,20099300.0,93.68371121671782,1882977016.8581765
2014-12-01,30797700.0,94.57888775708777,2912812211.476462
2015-01-01,39593000.0,96.86103476689411,3835018949.5256386
2015-02-01,30742600.0,103.95591123436054,3195874996.7134523
2015-03-01,31123800.0,104.13275481925885,3241007034.443649
2015-04-01,18525400.0,103.85064922349179,1923874817.1248748
2015-05-01,22665200.0,103.42635427681097,2344179004.954776
2015-06-01,32271800.0,105.41910572078221,3402064295.9999394
2015-07-01,35144900.0,105.07627043389357,3692895016.772146
2015-08-01,36906100.0,96.64668417439862,3566852190.8087726
2015-09-01,61379800.0,94.311082599567,5788795387.744903
2015-10-01,39606000.0,96.85238282233504,3835935474.061402
2015-11-01,28905400.0,105.65480655668148,3053994445.443501
2015-12-01,34939500.0,109.45067858266015,3824151984.3388543
2016-01-01,39390200.0,104.20103984186139,4104499799.5788884
2016-02-01,36285300.0,103.38336935698685,3751296572.129075
2016-03-01,34421500.0,103.74870043288131,3571185891.9504237
2016-04-01,35730700.0,110.12481812335224,3934836838.920062
2016-05-01,26325200.0,110.1836696376432,2900607139.944885
2016-06-01,36980000.0,111.4277340901237,4120597606.652775
2016-07-01,35979600.0,112.5788422160048,4050541711.394966
2016-08-01,23273200.0,111.01156710548625,2583594403.5594025
2016-09-01,26070100.0,114.3409626018817,2980880329.127316
2016-10-01,35440900.0,108.35516058644828,3840204410.8282547
2016-11-01,69037200.0,96.22418983974472,6643048638.804424
2016-12-01,46449900.0,92.02365633130529,4274489634.2234974
2017-01-01,26182900.0,94.98939786239121,2487097905.291203
2017-02-01,26429000.0,95.93897930635458,2535571284.087645
2017-03-01,46466000.0,98.39167698915304,4571867662.977985
2017-04-01,28698000.0,100.03431327706974,2870784722.4253473
2017-05-01,37467500.0,104.42668930820246,3912606981.6550756
2017-06-01,28503300.0,104.8825893683528,2989499909.54297
2017-07-01,34586100.0,106.85009677990394,3695528132.2394357
2017-08-01,27034800.0,108.17092542761576,2924379334.7505064
2017-09-01,31672600.0,109.40461869882759,3465128726.2004867
2017-10-01,38020400.0,112.27560030005986,4268763233.648396
2017-11-01,34254400.0,108.55157293739963,3718369000.0268617
2017-12-01,27654700.0,105.32908025361144,2912844115.689548
2018-01-01,39069700.0,106.2143994229233,4149764721.133786
2018-02-01,41088800.0,100.47382772887352,4128349012.786138
2018-03-01,54163300.0,104.13624095606703,5640362459.775745
2018-04-01,44233200.0,98.06485068662789,4337722153.391748
2018-05-01,60417800.0,90.1203226676804,5444871630.871381
2018-06-01,36485400.0,92.74759457529893,3383933087.117612
2018-07-01,26031600.0,98.77723400489234,2571329444.7217555
2018-08-01,27908700.0,92.73804096265583,2588198163.8144727
2018-09-01,38102100.0,85.93915344843157,3274462218.6074843
2018-10-01,53258400.0,77.29603746349721,4116663281.64592
2018-11-01,38062100.0,72.77618601260257,2770014469.63028
2018-12-01,41762600.0,68.43112390527934,2857861655.206619
2019-01-01,35948700.0,68.57134112271675,2465050570.6182075
2019-02-01,28811100.0,73.87061628963706,2128293712.9823623
2019-03-01,29805500.0,79.58086954261148,2371947607.1523066
2019-04-01,20004800.0,84.05333409865281,1681470137.9767299
2019-05-01,27857000.0,81.93072587591735,2282344230.7254295
2019-06-01,22049200.0,84.03785435767888,1852967458.3033333
2019-07-01,50809700.0,92.04495983754637,4676776795.8577795
2019-08-01,25327400.0,95.36533056377684,2415355873.3210015
2019-09-01,23209800.0,93.26438198364576,2164647652.964021
2019-10-01,31675100.0,85.56091358988492,2710150494.050964
2019-11-01,23562400.0,77.62237693286411,1828969494.2429173
2019-12-01,19051800.0,79.36276109449634,1512003451.8201253
2020-01-01,22133200.0,78.54560762112992,1738465642.5999928
2020-02-01,38309300.0,65.56032697723099,2511570234.268835
2020-03-01,111428900.0,45.18601141608374,5035027547.481653
2020-04-01,54805900.0,45.091914528416666,2471302958.452951
2020-05-01,63898900.0,42.72960231135464,2730374585.133019
2020-06-01,70357000.0,52.55523208979564,3697628464.141752
2020-07-01,45817800.0,53.47999954223633,2450335923.0262756
2020-08-01,29508900.0,56.670000076293945,1672269365.2513504
2020-09-01,36720900.0,56.31999969482422,2068121076.7936707
2020-10-01,38230300.0,55.80000114440918,2133250783.7511063
2020-11-01,41322200.0,60.48500061035156,2499373292.2210693
2020-12-01,30523200.0,69.49499893188477,2121209751.397705
