Date,Volume,avg_price
2000-01-01,224495200.0,16.99926631728246
2000-02-01,189933800.0,14.746033520195969
2000-03-01,303736800.0,13.18008346341739
2000-04-01,240129800.0,13.57007646560669
2000-05-01,229033600.0,14.102744584340401
2000-06-01,219206600.0,15.639641655931275
2000-07-01,160374400.0,16.57514907339176
2000-08-01,170688800.0,16.18969139581478
2000-09-01,197233600.0,14.893112593497278
2000-10-01,180461800.0,16.127036575451648
2000-11-01,188714400.0,16.63678184954706
2000-12-01,193205000.0,16.480999971047424
2001-01-01,174487800.0,16.551504794893592
2001-02-01,178171600.0,15.849969312021386
2001-03-01,260465800.0,13.77141479551563
2001-04-01,186970000.0,12.853060834392712
2001-05-01,166729400.0,13.296028760621036
2001-06-01,187487200.0,12.806356183021732
2001-07-01,146439600.0,12.907916622008944
2001-08-01,203277800.0,13.26311108023409
2001-09-01,215306200.0,13.632522610227195
2001-10-01,233443200.0,13.42926546165365
2001-11-01,141977600.0,13.919037218457566
2001-12-01,176861600.0,13.587944909786255
2002-01-01,249580000.0,13.141022037328305
2002-02-01,183248000.0,13.220318161689066
2002-03-01,210607600.0,14.277075808919115
2002-04-01,194723800.0,15.568700700994487
2002-05-01,179044800.0,16.172401074799964
2002-06-01,200331200.0,15.982744601309346
2002-07-01,355021000.0,14.69078265802208
2002-08-01,193239800.0,14.66899740562493
2002-09-01,181020800.0,14.240325653935049
2002-10-01,317116400.0,14.24828266862427
2002-11-01,225505600.0,13.329227605035086
2002-12-01,227408200.0,13.160002344496066
2003-01-01,249229000.0,12.478630234470312
2003-02-01,205692200.0,11.776740072736306
2003-03-01,268825800.0,11.621423717859374
2003-04-01,238453600.0,12.064084296651568
2003-05-01,240325000.0,12.585850949478854
2003-06-01,198079000.0,13.807734554543808
2003-07-01,286536800.0,13.168312304290176
2003-08-01,154832800.0,13.097231696467293
2003-09-01,225735200.0,12.99949071496393
2003-10-01,217157200.0,13.304515457588607
2003-11-01,132970000.0,13.883425528983505
2003-12-01,223663000.0,14.547430784947622
2004-01-01,188973000.0,14.898817266838758
2004-02-01,194736000.0,15.161988260398239
2004-03-01,283149600.0,14.680514024525753
2004-04-01,235590000.0,15.520851767374777
2004-05-01,189261400.0,15.140650450661738
2004-06-01,172463800.0,15.456231915747273
2004-07-01,285865800.0,14.22369098422515
2004-08-01,222663800.0,13.281382236222061
2004-09-01,401326200.0,12.852514649692779
2004-10-01,284754200.0,12.066499436063616
2004-11-01,310454000.0,12.295864823712673
2004-12-01,302644200.0,12.41320725177226
2005-01-01,236828200.0,12.61803407774239
2005-02-01,240506400.0,13.035315190582669
2005-03-01,269174000.0,12.955840511177374
2005-04-01,277122600.0,12.96061084165206
2005-05-01,204585200.0,13.616024173752233
2005-06-01,221360800.0,13.323703156490524
2005-07-01,241584800.0,13.316229109715353
2005-08-01,237502600.0,13.604235172494803
2005-09-01,282412800.0,13.402938935074832
2005-10-01,270077400.0,13.226501607765044
2005-11-01,234491000.0,13.26857391281579
2005-12-01,272298200.0,13.072087067827413
2006-01-01,283895000.0,12.75995330423801
2006-02-01,268586600.0,13.034445443955534
2006-03-01,288100400.0,13.263448173393087
2006-04-01,219255800.0,13.129609254236671
2006-05-01,352760800.0,13.676282004102411
2006-06-01,291337400.0,13.650999284750833
2006-07-01,251795800.0,13.870357300982239
2006-08-01,208447600.0,14.144075534975494
2006-09-01,203829800.0,14.174311085885975
2006-10-01,386309000.0,14.617647893877535
2006-11-01,303143000.0,14.987817051273831
2006-12-01,308352800.0,15.418713028471748
2007-01-01,248080400.0,15.565511685577889
2007-02-01,329694800.0,15.181571088725597
2007-03-01,497973800.0,15.20738932454094
2007-04-01,414148400.0,16.311932599394407
2007-05-01,411348800.0,17.026790050587508
2007-06-01,407538000.0,16.922812662056195
2007-07-01,419410800.0,17.382820003801044
2007-08-01,464685000.0,17.832597500894657
2007-09-01,337784600.0,18.151531882826664
2007-10-01,368842400.0,19.594401560513383
2007-11-01,386323600.0,20.257583213327834
2007-12-01,302636400.0,20.77125679775135
2008-01-01,549924400.0,20.19877688933763
2008-02-01,377515800.0,19.492285551145812
2008-03-01,386203200.0,19.631264810216408
2008-04-01,395178800.0,20.017288591591438
2008-05-01,441352400.0,19.20466370149878
2008-06-01,558294000.0,18.323779017013855
2008-07-01,619642400.0,17.152273968351032
2008-08-01,379406800.0,18.032259660104202
2008-09-01,605888800.0,17.707086930573585
2008-10-01,928837400.0,16.08584649773036
2008-11-01,582390800.0,14.819775786638118
2008-12-01,567212000.0,15.322029080177654
2009-01-01,460252400.0,14.906630197098766
2009-02-01,490766800.0,14.424837665174554
2009-03-01,623111400.0,14.069029616791628
2009-04-01,461491600.0,15.110803983586017
2009-05-01,547907600.0,15.714686060991497
2009-06-01,505408000.0,16.709109301858213
2009-07-01,432536800.0,17.18672453939452
2009-08-01,354388000.0,16.929924115176107
2009-09-01,616148600.0,17.785351338940963
2009-10-01,419925800.0,18.92956824346033
2009-11-01,327993600.0,19.452626975980913
2009-12-01,385779200.0,20.39421016248461
2010-01-01,385386200.0,19.578516329128
2010-02-01,457985600.0,19.053508786225784
2010-03-01,535704600.0,19.05350800000187
2010-04-01,443832000.0,19.204123574598547
2010-05-01,529041000.0,18.49720750099071
2010-06-01,484671600.0,18.310702582165725
2010-07-01,373304800.0,18.768326902422505
2010-08-01,390193400.0,20.118894554223246
2010-09-01,348528400.0,20.688506642181856
2010-10-01,387123000.0,21.706115013280577
2010-11-01,440370400.0,22.711379462400206
2010-12-01,407087600.0,23.547978596915094
