Date,TM,BUD,HYMTF,KO,KIMTF,PEP
2007-10-01,90.70529514236114,,,19.594401560513383,,48.624603915884705
2007-11-01,90.41714039710627,,,20.257583213327834,,50.34649420015538
2007-12-01,89.28080646649619,,,20.77125679775135,,52.10211109286145
2008-01-01,81.21268804671013,,,20.19877688933763,,49.46980529041629
2008-02-01,90.38060374116677,,,19.492285551145812,,47.092636014341934
2008-03-01,84.01703129430493,,,19.631264810216408,,47.50915418074401
2008-04-01,81.85084911817145,,,20.017288591591438,,47.45167840513578
2008-05-01,83.63226477672227,,,19.20466370149878,,46.51544801484473
2008-06-01,82.53790311466412,,,18.323779017013855,,44.796177773678515
2008-07-01,74.13270239231518,,,17.152273968351032,,44.9859937724757
2008-08-01,72.1126732655773,,,18.032259660104202,,47.00403688151831
2008-09-01,71.56960546998044,,,17.707086930573585,,49.12829198851635
2008-10-01,59.348415767598205,,,16.08584649773036,,42.2810401432624
2008-11-01,59.42355693045246,,,14.819775786638118,,37.565145951847185
2008-12-01,52.249160911356526,,,15.322029080177654,,37.027368783488185
2009-01-01,54.06467036813547,,,14.906630197098766,,34.99080240684593
2009-02-01,55.608893654099184,,,14.424837665174554,,35.36254767799045
2009-03-01,51.7775393353422,,6.325000047683716,14.069029616791628,,34.254223567971366
2009-04-01,62.37203547170028,,7.224999904632568,15.110803983586017,,36.61123150776906
2009-05-01,66.01815514138214,,8.224999904632568,15.714686060991497,,35.51413724485464
2009-06-01,66.07723453633251,,9.949999809265137,16.709109301858213,,37.79948729042043
2009-07-01,66.6849215497913,29.048046701376123,12.625,17.18672453939452,,39.57930268275055
2009-08-01,72.17940689309401,30.70470133354955,14.625,16.929924115176107,,40.8161459742725
2009-09-01,69.44905133559351,33.626450520571346,12.0,17.785351338940963,,40.883284426867434
2009-10-01,65.82087959505914,36.13026499909838,15.84499979019165,18.92956824346033,,43.11173768997266
2009-11-01,66.51784880526094,37.21086176951748,15.71999979019165,19.452626975980913,,43.77789530450106
2009-12-01,70.346918179134,39.13485718292138,17.375,20.39421016248461,,43.90614765665451
2010-01-01,71.60060095832293,38.08061251751933,16.75,19.578516329128,,43.7835846538068
2010-02-01,64.50769156642988,36.506779828610675,17.074999809265137,19.053508786225784,,43.650825952302995
2010-03-01,66.07587481046951,37.92623391319393,18.074999809265137,19.05350800000187,,46.449188370759195
2010-04-01,67.65646715214152,37.35393157606282,20.125,19.204123574598547,,47.071812065349135
2010-05-01,64.46678285493826,35.630557403468785,20.725000381469727,18.49720750099071,,46.482872055463766
2010-06-01,60.56115514188318,37.365836643373854,20.225000381469727,18.310702582165725,,45.26886367869883
2010-07-01,60.60401711770114,39.458850066222,19.800000190734863,18.768326902422505,,45.916301933675186
2010-08-01,61.01987193241471,40.26940775140599,20.949999809265137,20.118894554223246,,47.33629196930438
2010-09-01,60.4153757433985,43.08544856665924,22.225000381469727,20.688506642181856,,47.99895000922356
2010-10-01,61.513111290264106,46.45709596826476,24.824999809265137,21.706115013280577,,48.38263842193557
2010-11-01,64.10226367659175,45.01481809383939,27.880000114440918,22.711379462400206,,47.51689527738596
2010-12-01,67.71151816514214,43.45077896118164,27.585000038146973,23.547978596915094,,47.9791229420764
2011-01-01,71.23434548482464,43.302366142408985,28.454999923706055,23.2190575552937,,48.6190078200008
2011-02-01,76.1100947034513,42.32055016641726,27.774999618530273,23.05732353935936,,47.19610314935844
2011-03-01,74.02668446313004,42.71251635059008,28.335000038146973,23.286292229120484,,47.07783674017027
2011-04-01,68.43094564921985,46.422841178726536,33.75,24.579023353152458,,50.05613236536478
2011-05-01,70.94829291558878,47.38329542329083,36.0,24.723632876295046,,52.268276565786294
2011-06-01,70.62544319035042,45.10293977312678,34.0,24.14704444628808,,51.51600349800482
2011-07-01,72.64978263436146,44.133400690138,35.39999961853027,25.14967233173739,,50.37998950334786
2011-08-01,66.58547262405712,41.82589963298736,31.0,24.771723276133283,,47.108837671365244
2011-09-01,60.42951190602713,40.4607953991139,27.5,25.51472548630914,,46.93958711429017
2011-10-01,59.388303773287255,42.23310836633333,28.755000114440918,24.5824180790746,,46.17951060947907
2011-11-01,55.7136194482826,44.145039900721656,30.0,24.792173188214292,,48.48243889261187
2011-12-01,57.99051772494319,45.98715804689441,27.75,25.46027711879846,,49.792805551058265
2012-01-01,62.48277940046768,47.0652808381209,28.125,25.667818092520413,,50.063486396230104
2012-02-01,70.24532559157024,50.32681902915479,28.875,25.690260431160613,59.29286575317383,49.29719394965622
2012-03-01,73.3397908663232,54.00718577424295,28.875,26.716740134640954,61.66943853643913,49.44776216261102
2012-04-01,73.52800801784484,55.98891337554875,31.300000190734863,28.183714597469983,64.04601287841797,50.5431836012638
2012-05-01,69.73836412955058,56.21045121889386,30.524999618530273,28.479414221536977,64.04601287841797,51.896125666346634
2012-06-01,68.43525101818821,57.34837565294664,29.0,28.39277892381046,64.04601287841797,53.19292696170719
2012-07-01,67.88564556010458,62.58998870930506,28.5,29.853380106017678,64.04601287841797,54.77338896416043
2012-08-01,70.45639714985012,64.84600266816948,29.649999618530273,29.489291657446262,64.04601287841797,56.07104092175262
2012-09-01,71.69302755133563,68.4104476323478,30.0,28.86540458461107,63.46766620159951,55.25370596233339
2012-10-01,68.5748701942019,69.30256953374462,30.75,28.779062186400814,62.88931655883789,54.51956837702186
2012-11-01,72.86609507076012,67.30027973554152,31.024999618530273,28.194848234914787,62.88931655883789,53.996584073247064
2012-12-01,79.70526321463527,69.21929325308207,32.249999046325684,28.284493370491468,62.88931655883789,53.965372220586815
2013-01-01,85.26598796896434,70.78940116187985,31.975000381469727,28.59974336832758,62.88931655883789,55.88574678733812
2013-02-01,90.8267290298565,71.13434933793016,31.850000381469727,29.06494007927538,62.88931655883789,57.93476491967996
2013-03-01,92.13644850321992,76.49093206038177,33.25,30.429764625103132,62.88931655883789,61.2525214259723
2013-04-01,97.9831605663314,77.39493554350918,32.94999885559082,32.036362447319306,62.88931655883789,64.3935615051447
2013-05-01,110.34192879214353,77.15666336781666,38.625,32.303553639570815,62.88931655883789,65.5462014817706
2013-06-01,106.55418844816606,72.71179938941499,40.25,31.250272861785632,62.88931655883789,63.92618550596527
2013-07-01,113.86265348824699,74.1758637790386,41.52499961853027,31.48576377031412,54.189788818359375,66.75137873044937
2013-08-01,115.65017391533232,78.60045830421546,46.125,30.62794158543508,54.189788818359375,65.43111815133233
2013-09-01,115.8764419555664,80.06449563582987,49.75,30.187339052899823,54.189788818359375,64.32223363278075
2013-10-01,116.9177697876398,81.28522764748371,52.75,30.159447385364803,54.189788818359375,65.9500563129624
2013-11-01,116.49765090663149,83.43466860445528,57.16499900817871,31.4594645305592,54.189788818359375,68.51704348689853
2013-12-01,111.2689251692471,84.32466957125597,57.02499961853027,31.74311957281005,54.189788818359375,66.07456931927902
2014-01-01,107.47411839434744,81.76986904108057,55.1299991607666,31.225007097494363,54.84000015258788,66.28685051739669
2014-02-01,104.64741377647607,81.44285227964137,54.14999961853027,30.022673322131965,54.84000015258788,64.25245666036108
2014-03-01,101.19052518973083,84.10801955647091,54.724998474121094,30.406307392873586,54.84000015258788,65.88643305471012
2014-04-01,100.90043542699122,88.56768211168045,64.25,31.619910901165085,54.84000015258788,68.8331934816113
2014-05-01,102.73735669208378,90.39941742566373,66.5,32.480964123756756,54.84000015258788,70.64169558899104
2014-06-01,108.42483571122307,94.01672276342077,72.5,32.94337281411057,54.84000015258788,72.07545718674442
2014-07-01,111.12673622821491,93.10510574515092,75.6500015258789,32.861788620394265,54.84000015258788,74.3422481669947
2014-08-01,108.69921170069301,90.95719898725523,75.79999923706055,32.45614618548942,54.84000015258788,74.26427061392809
2014-09-01,109.18286065393735,93.70452401328065,64.07500076293945,33.733346795404316,54.84000015258788,75.83188993396364
2014-10-01,108.03360366771476,88.90918636377481,53.35000038146973,34.375560637402856,54.84000015258788,77.10433410870878
2014-11-01,113.19932808660047,93.68371121671782,57.54999923706055,35.030952606831015,54.84000015258788,81.08848848214194
2014-12-01,117.67878196843799,94.57888775708777,55.64999961853027,34.45022938230359,54.84000015258788,79.76596359674969
2015-01-01,119.21581282131399,96.86103476689411,55.875,34.60096449054899,55.75,79.84883344410575
2015-02-01,125.81044427188156,103.95591123436054,50.39999961853027,34.446167383271074,55.75,80.85556681891242
2015-03-01,131.32871452933603,104.13275481925885,49.81999969482422,33.77402292800231,55.75,79.68242570882933
2015-04-01,133.50649867639004,103.85064922349179,53.52499961853027,33.56138746363304,55.75,79.94835567921822
2015-05-01,132.93441171806506,103.42635427681097,53.17500114440918,33.713358214387625,55.75,80.91161113703023
2015-06-01,128.6723504660764,105.41910572078221,48.32500076293945,33.076717210232175,55.75,79.2071004226992
2015-07-01,126.01691409415388,105.07627043389357,41.44999885559082,33.469689142953754,55.75,80.59689863150226
2015-08-01,115.59058635021566,96.64668417439862,38.125,32.637296829245436,55.75,74.71160757015235
2015-09-01,112.78258696005054,94.311082599567,43.44000053405762,32.33084261985088,55.75,77.97698185030195
2015-10-01,117.79032592862853,96.85238282233504,45.89500045776367,34.758000671995,55.75,83.31811588089867
2015-11-01,118.9987767898443,105.65480655668148,49.39999961853027,35.48064689291709,55.75,85.12927564758132
2015-12-01,120.33774105373274,109.45067858266015,45.75,36.14840956984087,55.75,84.39801780264483
2016-01-01,111.75773517592334,104.20103984186139,40.5,35.36129045748415,55.75,82.67299861681504
2016-02-01,107.94385124311907,103.38336935698685,40.26500129699707,36.232591933627425,55.75,84.25282864212852
2016-03-01,104.01395956505011,103.74870043288131,43.739999771118164,37.90363322328571,55.75,86.05099927085249
2016-04-01,101.31461140595547,110.12481812335224,43.0,38.17801199943699,48.875,88.90806239540923
2016-05-01,99.90110264728301,110.1836696376432,39.79999923706055,38.11014687241626,42.0,89.23147746690495
2016-06-01,102.634541938002,111.4277340901237,40.51999855041504,37.893807638779144,42.0,88.9554966439244
2016-07-01,104.0529795708616,112.5788422160048,40.92499923706055,38.06043663341762,42.0,93.97551951311425
2016-08-01,113.69635616508026,111.01156710548625,42.40999984741211,37.36369022258077,42.0,93.67143940374521
2016-09-01,116.46427176289271,114.3409626018817,44.07499885559082,36.62420120465707,42.0,93.52023052488491
2016-10-01,115.6349983215332,108.35516058644828,43.32500076293945,36.38473839200867,42.0,93.55087499948613
2016-11-01,114.375,96.22418983974472,38.60000038146973,35.91069289349767,42.0,91.45085846413366
2016-12-01,119.93999862670898,92.02365633130529,39.5,35.67974882535043,42.0,90.36443388270126
2017-01-01,118.22999954223633,94.98939786239121,41.5,36.044795772494226,42.0,91.09604927752122
2017-02-01,113.63500213623047,95.93897930635458,41.290000915527344,35.79708102326701,37.14999961853027,94.13274073015532
2017-03-01,111.69500350952148,98.39167698915304,44.1150016784668,36.69668066714485,32.29999923706055,97.50438615583423
2017-04-01,107.25,100.03431327706974,41.32500076293945,37.730825475748745,32.29999923706055,100.26868605244046
2017-05-01,108.02000045776367,104.42668930820246,43.14999961853027,38.93210829117055,32.29999923706055,101.98605536846657
2017-06-01,106.62000274658203,104.8825893683528,48.525001525878906,39.76949447427172,32.29999923706055,104.16546692821127
2017-07-01,109.32500076293945,106.85009677990394,46.78999900817871,40.039323171359385,32.29999923706055,102.90546904269573
2017-08-01,112.88999938964844,108.17092542761576,45.375,40.48578090877427,31.774999618530273,104.68825073499492
2017-09-01,117.21500015258789,109.40461869882759,43.8799991607666,40.384107953931625,29.625,102.41973921005297
2017-10-01,121.63000106811523,112.27560030005986,44.5,40.78564433553812,28.0,98.90570772174067
2017-11-01,125.29999923706055,108.55157293739963,44.625,41.217822989894096,29.149999618530273,101.9248305295931
2017-12-01,125.53499984741211,105.32908025361144,45.75,41.05713798888334,30.299999237060547,106.74570894116994
2018-01-01,134.0800018310547,106.2143994229233,44.5,42.20709140190851,30.299999237060547,108.23176274395766
2018-02-01,135.3949966430664,100.47382772887352,43.90999984741211,40.3923139025339,30.299999237060547,103.72833589433154
2018-03-01,129.0099983215332,104.13624095606703,38.864999771118164,39.23337456482808,30.299999237060547,99.60095855913161
2018-04-01,128.15999603271484,98.06485068662789,41.30499839782715,39.39843986035589,30.299999237060547,96.64925428600466
2018-05-01,132.5199966430664,90.1203226676804,42.7549991607666,38.39693041394724,30.299999237060547,90.45120883400946
2018-06-01,132.32999801635742,92.74759457529893,42.42499923706055,39.64314243683535,30.299999237060547,96.37740895614229
2018-07-01,131.28500366210938,98.77723400489234,35.974998474121094,41.26266967446636,30.299999237060547,103.3694328021005
2018-08-01,127.29999542236328,92.73804096265583,35.55500030517578,41.72444882749721,30.299999237060547,105.6310182957811
2018-09-01,122.45499801635742,85.93915344843157,39.85000038146973,41.697010281959365,30.299999237060547,104.08337029166194
2018-10-01,120.07999801635742,77.29603746349721,33.45000076293945,42.572720915784245,30.299999237060547,101.59584905757346
2018-11-01,118.43500137329102,72.77618601260257,28.125,45.2516744682581,30.299999237060547,107.57289020828733
2018-12-01,117.47000122070312,68.43112390527934,28.024999618530273,44.69397045123377,30.299999237060547,104.93036331943642
2019-01-01,120.46500015258789,68.57134112271675,35.125,44.20598991764271,30.299999237060547,102.80980820028614
2019-02-01,120.06000137329102,73.87061628963706,30.524999618530273,43.85279404194828,30.299999237060547,107.07891023295517
2019-03-01,119.54499816894531,79.58086954261148,31.380000114440918,42.53757889252506,30.299999237060547,112.05274968998924
2019-04-01,122.44499969482422,84.05333409865281,31.300000190734863,44.63878482765455,30.299999237060547,117.56454867329177
2019-05-01,120.5,81.93072587591735,32.25,45.45917902407486,30.299999237060547,120.68852459470918
2019-06-01,121.72000122070312,84.03785435767888,31.674999237060547,47.451562781495326,30.299999237060547,123.98239502454655
2019-07-01,129.2400016784668,92.04495983754637,37.25,49.891342351848024,30.299999237060547,124.29594763828891
2019-08-01,128.5199966430664,95.36533056377684,30.0,50.429943246104116,30.299999237060547,124.06302752169275
2019-09-01,134.49500274658203,93.26438198364576,31.5,51.75754063545406,30.299999237060547,129.90513487125094
2019-10-01,134.41500091552734,85.56091358988492,31.200000762939453,51.498236717914565,30.299999237060547,131.1187426983257
2019-11-01,142.43000030517578,77.62237693286411,31.0,50.598765205426645,30.299999237060547,129.19939742538543
2019-12-01,141.86000061035156,79.36276109449634,31.5,51.92605968242714,30.299999237060547,130.4630256134389
2020-01-01,141.13499450683594,78.54560762112992,30.5,54.26105594249434,30.299999237060547,134.28325334825857
2020-02-01,136.19499969482422,65.56032697723099,30.114999771118164,53.561040319502105,30.299999237060547,132.8131644374642
2020-03-01,121.00000381469727,45.18601141608374,21.25,45.678625607761774,30.299999237060547,117.66895558719817
2020-04-01,121.3849983215332,45.091914528416666,24.795000076293945,44.27031023384648,30.299999237060547,123.39844337490405
2020-05-01,122.2550048828125,42.72960231135464,26.050000190734863,43.84952051894359,30.299999237060547,129.35245754686878
2020-06-01,127.9800033569336,52.55523208979564,25.300000190734863,45.21346467458492,30.299999237060547,126.9844220780835
2020-07-01,123.40499877929688,53.47999954223633,25.545000076293945,45.44364415206554,30.299999237060547,132.17071058498226
2020-08-01,128.21000289916992,56.670000076293945,34.93000030517578,46.995689892732145,30.299999237060547,134.79180924403607
2020-09-01,132.9499969482422,56.31999969482422,35.65999984741211,48.65998345927636,30.299999237060547,133.69642533587086
2020-10-01,131.5500030517578,55.80000114440918,35.64500045776367,48.62582302678194,30.299999237060547,135.84972731329069
2020-11-01,138.65499877929688,60.48500061035156,36.53000068664551,50.60864525843275,30.299999237060547,138.08088815613672
2020-12-01,145.73999786376953,69.49499893188477,41.09000015258789,52.84514955780101,30.299999237060547,143.71543341942882
